property_id,location,city,state,latitude,longitude,area_sqft,bedrooms,bathrooms,floor_number,total_floors,furnishing_status,property_type,balcony_sqft,parking_spaces,amenities_score,nearby_workplace_km,nearby_school_km,nearby_hospital_km,nearby_metro_km,crime_rate,air_quality_index,monthly_rent
P0619,Anand - outskirts,Anand,Gujarat,22.558854,72.921524,250,0,1,1,1,Semi-Furnished,Independent House,14,1,1,7.79,2.33,1.53,31.72,48.3,137,2000
P0620,Bhavnagar - central,Bhavnagar,Gujarat,21.772956,72.166255,700,3,3,1,1,Unfurnished,Villa,44,1,4,0.69,7.58,3.21,25.56,60.6,82,4777
P0621,Jamnagar - central,Jamnagar,Gujarat,22.452916,70.040104,815,2,3,9,9,Semi-Furnished,Apartment,30,1,3,10.95,0.88,9.51,36.23,49.6,91,5485
P0622,Gandhinagar - central,Gandhinagar,Gujarat,23.225712,72.659817,1139,2,3,6,6,Unfurnished,Apartment,117,2,2,9.95,3.04,8.41,1.12,53.7,112,12483
P0623,Rajkot - central,Rajkot,Gujarat,22.31566,70.799148,1267,2,3,4,7,Unfurnished,Apartment,78,1,3,10.83,6.55,4.98,15.0,39.0,74,12167
P0624,Anand - central,Anand,Gujarat,22.546728,72.90409,771,3,3,3,5,Unfurnished,Apartment,70,1,1,3.58,6.86,2.76,31.63,35.6,135,5448
P0625,Valsad - central,Valsad,Gujarat,20.599817,72.96307,792,3,3,3,9,Furnished,Apartment,70,0,1,5.34,3.03,7.44,20.47,53.8,67,5250
P0626,Porbandar - outskirts,Porbandar,Gujarat,21.651181,69.600532,965,2,2,1,1,Unfurnished,Villa,33,1,1,4.82,1.31,3.06,7.23,56.2,122,4932
P0627,Vapi - central,Vapi,Gujarat,20.37432,72.896873,913,2,2,1,1,Furnished,Villa,52,1,3,7.5,1.44,9.34,17.96,54.9,113,7535
P0628,Junagadh - outskirts,Junagadh,Gujarat,21.507503,70.486708,923,2,3,2,11,Furnished,Apartment,94,1,1,4.76,5.52,3.99,36.86,51.4,129,5486
P0629,Gandhinagar - central,Gandhinagar,Gujarat,23.209734,72.657308,1253,3,3,4,5,Unfurnished,Apartment,135,1,2,9.7,1.24,4.71,17.77,42.1,93,14309
P0630,Vadodara - outskirts,Vadodara,Gujarat,22.331221,73.184092,534,2,2,6,8,Semi-Furnished,Apartment,31,1,5,2.76,1.61,2.11,21.84,38.5,62,6226
P0631,Navsari - central,Navsari,Gujarat,20.973292,72.92423,728,2,2,5,10,Unfurnished,Apartment,84,1,1,2.55,2.77,8.92,28.09,61.8,93,4686
P0632,Surat - central,Surat,Gujarat,21.142318,72.806924,1437,4,4,4,9,Furnished,Apartment,74,1,10,9.2,3.94,6.18,19.08,27.7,76,25340
P0633,Ahmedabad - central,Ahmedabad,Gujarat,23.010694,72.58954,1607,3,4,4,8,Unfurnished,Apartment,186,1,6,7.55,2.59,9.06,11.17,36.7,93,24745
P0634,Surat - outskirts,Surat,Gujarat,21.150427,72.802297,1004,3,3,5,10,Unfurnished,Apartment,110,1,7,1.93,3.61,7.61,3.39,34.3,99,15240
P0635,Mehsana - outskirts,Mehsana,Gujarat,23.618902,72.397225,1381,2,2,10,10,Semi-Furnished,Apartment,74,0,1,4.57,1.5,6.32,28.71,56.2,97,8067
P0636,Surat - outskirts,Surat,Gujarat,21.159314,72.811113,713,2,2,1,1,Semi-Furnished,Villa,38,2,9,4.51,2.1,5.23,24.55,43.3,79,11447
P0637,Anand - outskirts,Anand,Gujarat,22.55744,72.953172,790,3,2,1,1,Unfurnished,Independent House,33,0,6,6.71,1.13,9.79,26.85,51.8,99,6923
P0638,Rajkot - central,Rajkot,Gujarat,22.328701,70.823889,608,2,2,7,9,Unfurnished,Apartment,20,1,2,2.48,2.32,1.02,11.25,37.5,52,5543
P0639,Vapi - central,Vapi,Gujarat,20.412581,72.901646,1368,2,2,5,5,Unfurnished,Apartment,133,1,3,0.36,6.48,8.73,26.61,59.8,133,11089
P0640,Vapi - outskirts,Vapi,Gujarat,20.388863,72.885838,1060,2,2,1,1,Furnished,Independent House,17,1,2,9.54,1.94,0.69,7.78,46.7,131,8508
P0641,Diu - outskirts,Diu,Gujarat,20.697663,70.97768,1028,2,2,2,4,Unfurnished,Apartment,47,1,2,2.43,1.08,7.66,11.59,63.3,72,7768
P0642,Surendranagar - central,Surendranagar,Gujarat,22.733291,71.666662,412,1,1,1,1,Unfurnished,Independent House,19,2,2,3.17,6.06,0.83,7.2,44.4,140,2000
P0643,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.010515,72.570745,886,2,2,1,1,Unfurnished,Independent House,52,2,7,6.92,5.84,3.33,8.95,43.6,57,13956
P0644,Junagadh - outskirts,Junagadh,Gujarat,21.544902,70.475196,933,3,3,1,1,Semi-Furnished,Independent House,61,1,3,10.45,3.77,1.7,30.83,32.1,141,6671
P0645,Rajkot - outskirts,Rajkot,Gujarat,22.331212,70.80516,1125,3,4,2,5,Semi-Furnished,Apartment,43,0,5,4.82,1.28,3.51,0.54,39.4,105,11987
P0646,Surat - central,Surat,Gujarat,21.149716,72.838928,829,2,2,2,8,Furnished,Apartment,43,1,5,2.97,7.55,8.08,10.41,50.1,84,10828
P0647,Mehsana - central,Mehsana,Gujarat,23.600832,72.39371,1051,3,3,3,5,Semi-Furnished,Apartment,70,0,2,4.57,2.04,9.46,29.09,70.2,75,6189
P0648,Bhavnagar - central,Bhavnagar,Gujarat,21.787344,72.144949,516,1,1,1,1,Unfurnished,Villa,25,1,4,7.39,6.53,2.64,24.72,57.2,87,3566
P0649,Surat - central,Surat,Gujarat,21.1976,72.830182,461,2,2,3,6,Unfurnished,Apartment,25,1,6,2.84,0.12,3.69,15.52,25.3,66,6883
P0650,Vadodara - outskirts,Vadodara,Gujarat,22.285844,73.152717,1125,2,3,3,4,Unfurnished,Apartment,105,1,7,3.53,6.35,4.35,20.46,53.8,93,13672
P0651,Anand - outskirts,Anand,Gujarat,22.537745,72.918492,1293,2,2,5,5,Semi-Furnished,Apartment,66,1,2,2.53,4.89,2.99,25.53,51.2,108,9192
P0652,Bhavnagar - central,Bhavnagar,Gujarat,21.742412,72.125733,1090,2,2,3,9,Semi-Furnished,Apartment,112,0,1,3.54,4.57,5.77,35.91,65.4,114,6153
P0653,Ahmedabad - central,Ahmedabad,Gujarat,23.041362,72.56831,250,1,1,1,1,Semi-Furnished,Villa,9,1,6,6.63,4.24,6.49,9.9,50.5,118,3668
P0654,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.993655,72.587332,880,2,2,1,1,Furnished,Independent House,11,1,8,2.0,6.98,5.11,8.07,40.6,42,14644
P0655,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.772161,72.159268,735,2,2,5,6,Semi-Furnished,Apartment,40,0,1,10.6,4.12,8.32,18.9,51.2,103,4372
P0656,Surat - central,Surat,Gujarat,21.188478,72.845669,319,1,1,4,7,Furnished,Apartment,15,0,8,7.32,5.25,5.22,10.14,42.7,89,4918
P0657,Vapi - central,Vapi,Gujarat,20.373285,72.884855,300,1,1,1,1,Unfurnished,Independent House,10,0,1,7.59,4.58,8.87,13.83,43.4,102,2293
P0658,Vadodara - central,Vadodara,Gujarat,22.277873,73.167654,780,3,4,4,5,Semi-Furnished,Apartment,62,1,2,11.27,0.71,1.25,0.01,49.1,93,7449
P0659,Ahmedabad - central,Ahmedabad,Gujarat,23.051497,72.596274,764,2,2,4,6,Unfurnished,Apartment,43,1,3,3.71,0.38,1.38,3.55,17.6,95,10740
P0660,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.994294,72.571245,1578,3,3,4,6,Unfurnished,Apartment,123,1,6,8.49,3.89,7.37,3.83,53.8,94,22882
P0661,Surendranagar - central,Surendranagar,Gujarat,22.75585,71.620247,1416,2,2,1,1,Unfurnished,Villa,84,1,1,3.35,5.4,9.64,11.58,46.8,64,6416
P0662,Junagadh - outskirts,Junagadh,Gujarat,21.530859,70.45232,319,1,1,1,1,Semi-Furnished,Independent House,5,2,1,6.63,3.05,9.04,30.42,42.0,95,2000
P0663,Junagadh - central,Junagadh,Gujarat,21.544208,70.437757,1579,2,3,1,1,Semi-Furnished,Independent House,75,1,2,7.31,7.09,3.46,17.55,34.1,109,10590
P0664,Ahmedabad - central,Ahmedabad,Gujarat,22.992742,72.59747,1256,4,4,5,5,Furnished,Apartment,127,1,5,1.16,3.41,1.3,12.53,44.5,83,17929
P0665,Anand - central,Anand,Gujarat,22.588314,72.9102,991,3,3,7,8,Semi-Furnished,Apartment,101,1,4,5.01,6.04,1.24,27.42,33.8,117,8366
P0666,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.033329,72.545421,709,2,3,2,7,Unfurnished,Apartment,35,1,7,11.43,1.61,0.36,7.39,45.0,125,11114
P0667,Rajkot - central,Rajkot,Gujarat,22.315938,70.82387,1453,2,2,6,9,Furnished,Apartment,91,1,3,7.45,0.43,5.02,0.79,44.9,97,13670
P0668,Rajkot - central,Rajkot,Gujarat,22.311778,70.77784,1398,4,4,1,1,Unfurnished,Independent House,111,2,6,9.16,0.79,2.67,2.3,46.5,139,15259
P0669,Rajkot - central,Rajkot,Gujarat,22.301691,70.814028,541,2,2,1,1,Unfurnished,Independent House,13,1,3,1.71,6.92,7.85,23.39,34.9,102,5268
P0670,Rajkot - outskirts,Rajkot,Gujarat,22.318572,70.811432,828,2,2,5,10,Unfurnished,Apartment,19,1,4,8.3,7.75,0.95,12.05,46.1,116,8188
P0671,Surat - central,Surat,Gujarat,21.162297,72.833709,808,3,3,1,4,Furnished,Apartment,26,1,7,0.48,4.02,7.98,10.75,36.0,31,12194
P0672,Rajkot - central,Rajkot,Gujarat,22.313492,70.804955,326,0,1,1,1,Unfurnished,Independent House,14,1,5,11.15,1.19,0.44,2.16,48.6,107,3364
P0673,Junagadh - central,Junagadh,Gujarat,21.545323,70.436124,1474,4,4,2,6,Furnished,Apartment,49,1,2,0.91,6.33,1.3,28.31,49.4,99,9375
P0674,Bharuch - outskirts,Bharuch,Gujarat,21.679455,72.975784,981,3,3,4,5,Semi-Furnished,Apartment,81,1,1,8.07,6.88,1.62,31.62,22.0,114,7252
P0675,Gandhinagar - central,Gandhinagar,Gujarat,23.214362,72.663863,250,1,1,1,1,Furnished,Independent House,8,1,1,8.77,3.05,4.61,20.91,52.5,151,2590
P0676,Jamnagar - central,Jamnagar,Gujarat,22.499901,70.048189,1293,2,2,4,4,Semi-Furnished,Apartment,79,1,1,9.37,6.21,0.59,14.71,47.7,136,7787
P0677,Surendranagar - outskirts,Surendranagar,Gujarat,22.699876,71.655347,1587,3,3,12,12,Semi-Furnished,Apartment,140,1,1,1.82,2.76,6.98,39.13,39.9,99,7366
P0678,Bharuch - outskirts,Bharuch,Gujarat,21.7164,72.977298,661,2,3,5,8,Furnished,Apartment,35,1,1,7.25,5.39,2.05,26.46,56.1,60,4345
P0679,Mehsana - outskirts,Mehsana,Gujarat,23.590345,72.360084,644,2,2,6,7,Furnished,Apartment,51,1,1,10.67,6.5,3.87,18.71,47.2,47,3885
P0680,Surat - central,Surat,Gujarat,21.168782,72.824313,1175,3,2,4,7,Semi-Furnished,Apartment,139,1,7,6.9,1.67,0.7,10.69,54.9,79,16593
P0681,Ahmedabad - central,Ahmedabad,Gujarat,23.009551,72.555841,436,1,1,3,4,Furnished,Apartment,12,1,9,0.67,5.32,0.79,2.79,55.8,74,7173
P0682,Surat - outskirts,Surat,Gujarat,21.156384,72.830275,909,3,4,10,11,Semi-Furnished,Apartment,38,2,3,2.6,4.97,9.55,2.28,39.8,20,11079
P0683,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.019148,72.550423,980,2,3,1,1,Semi-Furnished,Independent House,10,1,9,10.36,6.81,4.57,5.8,45.9,59,16705
P0684,Vapi - outskirts,Vapi,Gujarat,20.370403,72.89824,900,3,3,9,9,Semi-Furnished,Apartment,19,1,1,5.42,1.72,1.62,7.71,59.9,71,6482
P0685,Surat - central,Surat,Gujarat,21.166378,72.82782,804,2,2,1,1,Unfurnished,Independent House,46,1,9,0.96,5.73,0.41,14.29,40.2,86,13048
P0686,Rajkot - central,Rajkot,Gujarat,22.307069,70.787223,716,3,3,11,12,Semi-Furnished,Apartment,52,1,5,4.7,0.48,2.44,17.68,53.5,121,7259
P0687,Jamnagar - central,Jamnagar,Gujarat,22.451257,70.060576,1031,3,3,1,1,Furnished,Independent House,32,1,3,1.29,0.51,6.62,32.45,73.3,83,6352
P0688,Ankleshwar - outskirts,Ankleshwar,Gujarat,21.626324,73.027081,962,2,2,3,4,Unfurnished,Apartment,36,1,3,9.18,5.81,1.7,37.63,53.5,110,6384
P0689,Jamnagar - central,Jamnagar,Gujarat,22.444724,70.050346,763,2,2,2,5,Unfurnished,Apartment,78,1,2,3.1,1.48,1.28,13.69,39.8,68,5019
P0690,Ahmedabad - central,Ahmedabad,Gujarat,23.002514,72.592876,1081,3,3,1,1,Unfurnished,Independent House,46,1,5,9.48,4.66,8.41,10.13,39.8,138,15685
P0691,Ahmedabad - central,Ahmedabad,Gujarat,23.027926,72.586925,2059,4,3,1,1,Semi-Furnished,Independent House,63,0,9,5.95,6.03,2.31,19.38,40.0,52,35827
P0692,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.013533,72.595964,723,2,3,8,9,Unfurnished,Apartment,41,1,8,11.52,2.04,1.63,16.0,47.8,94,11732
P0693,Vapi - outskirts,Vapi,Gujarat,20.39087,72.91184,1194,3,2,1,1,Unfurnished,Villa,17,1,2,6.18,0.19,1.19,31.05,48.7,100,9516
P0694,Rajkot - central,Rajkot,Gujarat,22.2831,70.821683,622,2,2,3,3,Semi-Furnished,Apartment,67,1,6,6.26,5.36,5.57,18.72,9.7,88,7670
P0695,Vadodara - outskirts,Vadodara,Gujarat,22.286299,73.184023,833,2,2,1,1,Furnished,Independent House,30,1,2,3.77,7.63,2.11,14.23,29.8,115,8502
P0696,Surat - outskirts,Surat,Gujarat,21.19754,72.816585,1048,2,2,2,4,Semi-Furnished,Apartment,123,1,6,1.14,3.73,9.01,15.42,60.8,76,13824
P0697,Junagadh - outskirts,Junagadh,Gujarat,21.551979,70.430977,1041,3,3,9,12,Unfurnished,Apartment,104,1,1,9.82,3.53,2.87,37.9,42.1,164,6394
P0698,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.242509,72.646673,864,2,3,4,6,Unfurnished,Apartment,97,1,6,5.07,3.26,5.75,7.48,49.7,132,11867
P0699,Porbandar - outskirts,Porbandar,Gujarat,21.648334,69.584094,1282,3,3,2,3,Unfurnished,Apartment,40,2,1,6.0,7.67,5.97,19.19,58.3,90,6502
P0700,Surat - central,Surat,Gujarat,21.157685,72.851715,780,2,2,1,1,Furnished,Independent House,31,2,7,9.56,5.61,1.69,1.28,39.0,84,11652
P0701,Mehsana - outskirts,Mehsana,Gujarat,23.569252,72.375202,716,2,2,1,1,Semi-Furnished,Independent House,9,2,1,7.45,6.59,2.08,10.95,27.4,154,4622
P0702,Gandhinagar - central,Gandhinagar,Gujarat,23.212751,72.664002,1060,2,2,1,1,Furnished,Independent House,68,1,2,2.84,2.34,4.06,8.47,54.9,122,11567
P0703,Vadodara - outskirts,Vadodara,Gujarat,22.320566,73.168149,1064,2,3,1,1,Unfurnished,Independent House,26,1,3,0.63,0.56,8.78,3.69,51.2,91,10679
P0704,Vadodara - central,Vadodara,Gujarat,22.300574,73.199951,930,3,3,10,11,Semi-Furnished,Apartment,84,1,6,4.5,3.19,3.58,1.22,55.8,54,10710
P0705,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.737022,72.13032,1067,3,3,6,9,Unfurnished,Apartment,101,1,1,10.46,1.4,2.66,8.26,56.9,85,6216
P0706,Jamnagar - central,Jamnagar,Gujarat,22.48022,70.071893,853,2,2,1,1,Unfurnished,Independent House,51,1,3,0.23,3.91,8.28,22.54,52.7,122,5677
P0707,Jamnagar - central,Jamnagar,Gujarat,22.490473,70.052735,1877,4,4,2,3,Unfurnished,Apartment,148,2,1,5.59,2.35,0.38,25.63,54.0,99,11052
P0708,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.739066,72.170097,250,1,1,1,3,Unfurnished,Apartment,19,1,1,2.9,1.85,8.25,13.36,53.6,101,2000
P0709,Jamnagar - outskirts,Jamnagar,Gujarat,22.481805,70.032481,967,3,4,10,10,Furnished,Apartment,83,1,2,2.97,7.92,5.7,16.5,44.1,96,6267
P0710,Gandhinagar - outskirts,Gandhinagar,Gujarat,23.194934,72.614186,1109,3,3,4,7,Furnished,Apartment,69,1,3,9.23,2.38,9.98,17.29,46.4,90,13210
P0711,Bharuch - outskirts,Bharuch,Gujarat,21.698373,72.977258,1528,3,4,6,10,Furnished,Apartment,147,1,2,1.64,5.38,2.93,7.91,54.3,81,10742
P0712,Ankleshwar - outskirts,Ankleshwar,Gujarat,21.605745,73.029809,1371,2,3,3,8,Semi-Furnished,Apartment,121,2,1,9.14,2.88,3.53,18.62,53.7,95,8081
P0713,Surat - central,Surat,Gujarat,21.174456,72.802127,452,1,1,1,1,Unfurnished,Independent House,34,1,4,5.6,2.65,3.81,22.5,47.8,86,5655
P0714,Anand - central,Anand,Gujarat,22.572097,72.900849,547,1,1,1,1,Furnished,Independent House,37,1,4,1.57,1.17,5.04,39.86,50.6,81,4356
P0715,Surendranagar - central,Surendranagar,Gujarat,22.714603,71.635589,617,2,2,6,7,Unfurnished,Apartment,20,1,3,2.01,2.79,4.24,7.6,49.6,105,3114
P0716,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.038138,72.58669,603,1,1,3,4,Furnished,Apartment,70,1,9,1.66,4.65,5.91,1.97,48.2,86,10196
P0717,Bharuch - central,Bharuch,Gujarat,21.68151,72.994519,683,2,3,4,4,Unfurnished,Apartment,16,1,1,7.96,2.23,0.71,7.41,64.6,93,4350
P0718,Bhavnagar - central,Bhavnagar,Gujarat,21.793879,72.122217,597,1,1,12,12,Unfurnished,Apartment,49,0,2,2.78,5.69,1.86,38.51,58.3,78,3677
P0719,Jamnagar - central,Jamnagar,Gujarat,22.494074,70.070114,1091,2,2,4,9,Unfurnished,Apartment,64,1,1,1.81,7.79,4.23,25.24,48.8,135,6545
P0720,Surat - outskirts,Surat,Gujarat,21.198113,72.817693,1097,2,2,3,12,Unfurnished,Apartment,85,1,6,8.59,1.92,2.65,1.16,50.5,93,15024
P0721,Ahmedabad - central,Ahmedabad,Gujarat,23.001255,72.564753,947,2,2,3,10,Furnished,Apartment,80,1,8,11.73,3.09,5.28,6.88,29.7,37,16352
P0722,Surat - outskirts,Surat,Gujarat,21.150824,72.847243,1181,3,4,1,7,Semi-Furnished,Apartment,42,2,6,9.03,4.24,2.2,2.76,39.6,102,16805
P0723,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.765082,72.177939,1303,3,4,7,7,Semi-Furnished,Apartment,76,1,3,10.88,0.24,2.5,22.01,55.2,160,8594
P0724,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.029316,72.58934,293,1,1,1,1,Unfurnished,Independent House,3,2,7,3.05,2.33,8.14,18.94,33.8,52,4773
P0725,Jamnagar - central,Jamnagar,Gujarat,22.48089,70.085339,409,1,1,7,11,Semi-Furnished,Apartment,8,1,2,3.81,6.14,2.66,33.16,38.4,82,2703
P0726,Junagadh - central,Junagadh,Gujarat,21.544493,70.440198,492,1,1,1,1,Semi-Furnished,Independent House,31,1,4,5.28,4.54,6.96,8.61,56.3,89,3411
P0727,Rajkot - outskirts,Rajkot,Gujarat,22.294349,70.786403,1442,4,4,2,6,Semi-Furnished,Apartment,34,0,5,7.13,1.05,2.95,14.72,39.5,97,15360
P0728,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.027473,72.596889,1026,2,2,3,11,Unfurnished,Apartment,91,0,5,10.14,6.55,2.32,10.3,37.9,89,14985
P0729,Surat - central,Surat,Gujarat,21.167168,72.838219,681,2,2,1,4,Unfurnished,Apartment,26,1,7,0.73,1.52,8.31,4.94,40.5,91,10120
P0730,Ahmedabad - outskirts,Ahmedabad,Gujarat,22.999006,72.555155,837,3,4,2,4,Semi-Furnished,Apartment,17,1,6,8.28,7.15,1.26,19.11,41.4,94,12682
P0731,Morbi - central,Morbi,Gujarat,22.822757,70.867083,395,1,1,1,1,Unfurnished,Independent House,29,2,1,2.06,7.98,5.42,24.86,63.6,99,2000
P0732,Surat - central,Surat,Gujarat,21.19476,72.83594,1045,2,2,8,11,Unfurnished,Apartment,112,1,9,10.83,1.91,7.06,23.74,50.2,101,16374
P0733,Navsari - central,Navsari,Gujarat,20.966387,72.925441,405,1,1,3,3,Unfurnished,Apartment,30,0,1,6.56,0.76,5.35,8.27,51.1,135,2711
P0734,Bhavnagar - outskirts,Bhavnagar,Gujarat,21.781303,72.168418,1351,4,4,8,12,Furnished,Apartment,124,1,4,4.0,1.4,2.91,34.65,67.2,108,8994
P0735,Mehsana - outskirts,Mehsana,Gujarat,23.599092,72.382754,871,2,3,1,1,Semi-Furnished,Independent House,13,2,1,1.36,6.29,5.48,18.0,55.9,63,5093
P0736,Diu - central,Diu,Gujarat,20.702847,70.982132,565,2,3,2,4,Unfurnished,Apartment,43,1,1,10.94,0.71,1.92,31.71,35.9,106,4431
P0737,Jamnagar - central,Jamnagar,Gujarat,22.480379,70.049673,1021,3,4,2,8,Semi-Furnished,Apartment,73,1,2,6.84,1.96,1.66,14.43,51.7,122,6441
P0738,Morbi - outskirts,Morbi,Gujarat,22.797186,70.823271,817,2,2,2,6,Semi-Furnished,Apartment,86,1,1,9.48,0.23,6.32,27.27,74.6,85,3895
P0739,Surat - central,Surat,Gujarat,21.183291,72.812361,1186,2,3,1,1,Unfurnished,Independent House,33,2,7,7.8,4.43,4.84,22.01,41.5,99,17564
P0740,Anand - central,Anand,Gujarat,22.578114,72.930599,929,2,2,6,7,Furnished,Apartment,71,1,4,5.01,1.35,2.58,19.69,50.0,80,7413
P0741,Surat - central,Surat,Gujarat,21.15783,72.858653,929,2,3,3,9,Semi-Furnished,Apartment,88,2,6,0.7,3.29,2.44,16.89,33.4,115,13502
P0742,Palanpur - central,Palanpur,Gujarat,24.190825,72.422426,1235,3,4,1,1,Semi-Furnished,Independent House,95,2,1,0.47,1.88,1.27,13.45,49.6,78,5541
P0743,Nadiad - central,Nadiad,Gujarat,22.675513,72.840085,423,2,2,2,3,Furnished,Apartment,47,1,1,4.39,6.65,2.73,16.03,49.4,79,2532
P0744,Ahmedabad - central,Ahmedabad,Gujarat,23.049873,72.596488,504,1,1,2,6,Semi-Furnished,Apartment,41,1,6,4.98,2.65,2.41,22.06,49.8,48,7414
P0745,Gandhinagar - central,Gandhinagar,Gujarat,23.205675,72.631801,918,3,3,1,1,Unfurnished,Villa,59,1,1,0.3,7.3,2.25,0.66,53.9,67,9462
P0746,Junagadh - outskirts,Junagadh,Gujarat,21.513248,70.481053,835,3,3,5,10,Unfurnished,Apartment,85,2,2,10.91,7.34,8.85,28.8,39.8,122,5493
P0747,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.028618,72.550273,1190,3,3,4,6,Semi-Furnished,Apartment,64,0,4,1.84,7.98,2.11,20.37,43.8,94,16177
P0748,Surat - central,Surat,Gujarat,21.187644,72.803882,816,3,4,2,7,Semi-Furnished,Apartment,49,2,7,7.64,6.25,3.51,12.31,33.0,99,12441
P0749,Mehsana - central,Mehsana,Gujarat,23.567161,72.396019,1380,2,3,1,1,Unfurnished,Independent House,19,1,3,4.89,4.9,8.22,31.7,40.5,128,9588
P0750,Surat - outskirts,Surat,Gujarat,21.190083,72.818524,933,3,3,1,1,Semi-Furnished,Independent House,21,1,5,10.2,3.45,5.7,22.56,20.7,33,13467
P0751,Kheda - central,Kheda,Gujarat,22.745234,72.699966,730,3,4,4,6,Unfurnished,Apartment,81,1,2,5.01,1.77,6.52,26.51,56.8,115,3390
P0752,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.029969,72.589884,250,1,1,3,12,Unfurnished,Apartment,22,1,7,9.73,3.28,6.06,14.32,49.8,70,3853
P0753,Vapi - outskirts,Vapi,Gujarat,20.407838,72.92541,1177,3,3,5,5,Unfurnished,Apartment,91,1,1,1.93,4.57,3.09,32.03,61.9,82,8415
P0754,Ankleshwar - outskirts,Ankleshwar,Gujarat,21.600062,73.034596,1494,2,2,7,9,Semi-Furnished,Apartment,173,0,3,7.54,0.28,5.67,10.43,46.5,85,10165
P0755,Gandhinagar - central,Gandhinagar,Gujarat,23.210048,72.646715,1009,2,2,6,12,Unfurnished,Apartment,110,1,5,6.82,0.24,8.22,7.12,58.2,98,12798
P0756,Veraval - outskirts,Veraval,Gujarat,20.874368,70.379753,509,1,1,1,1,Furnished,Independent House,26,1,1,5.32,2.2,7.88,18.39,46.1,124,2312
P0757,Ahmedabad - central,Ahmedabad,Gujarat,23.023042,72.578962,366,1,1,6,11,Semi-Furnished,Apartment,43,1,8,2.47,2.21,5.51,6.02,42.5,59,6050
P0758,Ahmedabad - central,Ahmedabad,Gujarat,23.029213,72.590814,1341,2,2,7,11,Unfurnished,Apartment,148,2,7,1.58,7.84,3.99,5.05,45.7,88,20969
P0759,Morbi - central,Morbi,Gujarat,22.823719,70.822418,1265,2,2,6,7,Unfurnished,Apartment,133,1,1,9.33,6.92,5.31,35.51,67.1,95,6208
P0760,Rajkot - outskirts,Rajkot,Gujarat,22.326247,70.815699,792,3,3,1,5,Unfurnished,Apartment,51,1,7,10.38,5.4,6.04,8.61,41.9,88,9203
P0761,Surendranagar - outskirts,Surendranagar,Gujarat,22.738995,71.627875,1903,4,4,1,7,Semi-Furnished,Apartment,137,1,1,2.5,1.7,2.47,37.8,61.8,100,8166
P0762,Vadodara - outskirts,Vadodara,Gujarat,22.335786,73.173759,1289,2,2,1,5,Furnished,Apartment,46,1,5,5.18,6.62,9.8,7.94,33.7,98,15277
P0763,Surat - central,Surat,Gujarat,21.155208,72.807197,1289,3,3,5,5,Semi-Furnished,Apartment,43,1,5,11.68,0.85,2.9,24.87,42.1,99,17318
P0764,Bhavnagar - central,Bhavnagar,Gujarat,21.790335,72.147092,1180,3,4,1,5,Furnished,Apartment,42,0,3,6.0,6.58,5.46,11.38,45.1,86,8068
P0765,Junagadh - central,Junagadh,Gujarat,21.550086,70.429275,1236,4,4,4,9,Unfurnished,Apartment,91,2,1,2.29,5.48,3.32,6.02,52.7,142,7312
P0766,Bhuj - central,Bhuj,Gujarat,23.218361,69.687341,818,2,2,1,1,Semi-Furnished,Independent House,61,1,1,9.4,1.26,7.97,17.78,66.0,107,4031
P0767,Surat - outskirts,Surat,Gujarat,21.148525,72.835172,789,3,4,2,3,Semi-Furnished,Apartment,51,1,7,6.92,5.89,5.32,19.25,54.5,145,11158
P0768,Kheda - outskirts,Kheda,Gujarat,22.766778,72.698239,1390,4,4,9,9,Semi-Furnished,Apartment,103,0,1,2.07,7.15,0.57,16.58,66.8,114,5854
P0769,Jamnagar - outskirts,Jamnagar,Gujarat,22.442848,70.06699,399,1,1,6,12,Unfurnished,Apartment,32,1,1,1.19,2.84,6.34,22.76,66.7,91,2241
P0770,Ahmedabad - outskirts,Ahmedabad,Gujarat,23.025019,72.592821,946,3,3,1,5,Unfurnished,Apartment,61,1,9,7.45,5.78,6.7,11.54,31.0,61,16971
P0771,Junagadh - central,Junagadh,Gujarat,21.50866,70.429694,250,1,1,4,6,Unfurnished,Apartment,5,1,2,6.39,3.25,2.03,26.88,50.8,109,2000
P0772,Vapi - central,Vapi,Gujarat,20.383944,72.882421,1291,4,4,1,3,Unfurnished,Apartment,47,1,1,9.01,6.83,2.83,11.39,41.0,99,9949
P0773,Surendranagar - outskirts,Surendranagar,Gujarat,22.711744,71.658668,1018,2,2,1,1,Unfurnished,Independent House,66,1,2,11.3,4.41,9.03,25.04,61.6,122,4645
